客户ID,年龄,性别,城市,职业,资产总额(AUM),存款,理财,基金,保险,信托,月均交易次数,月均交易金额,客户等级,持有产品数,持有产品,近12月资产,是否高价值客户
C11388,58,男,广州,企业主,1077895.61,119767.08,204730.29,22297.55,111289.41,20445.48,14,53475.4,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"942099.75,941498.51,920886.08,942921.78,913002.52,894602.13,904042.96,856947.18,830209.14,796594.15,794897.84,795488.52",0
C11389,58,女,深圳,自由职业,2221454.0,298237.62,431631.66,530141.3,207410.43,423952.25,16,129140.04,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1759001.93,1828112.35,1864380.86,1867790.19,1936396.22,2030001.95,2087282.58,2235635.93,2145541.0,2317855.05,2237920.5,2369808.08",0
C11390,47,男,苏州,企业主,4717101.81,772404.23,1409420.54,1167523.69,166449.98,252135.58,11,485472.69,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"4231652.96,3913385.94,3791443.26,3738486.1,4041216.18,3819954.94,4308694.64,3806242.52,3959936.61,3837624.39,3506684.33,4147938.01",0
C11391,55,男,上海,白领,1280135.88,166902.28,33806.89,48099.18,1539.21,151012.83,14,174795.88,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"1347722.98,1338140.52,1239608.29,1336929.84,1458208.48,1524789.53,1428189.11,1512505.35,1751479.7,1886833.39,1633172.05,1863435.38",0
C11392,45,女,南京,公务员,8089442.96,1434533.19,646083.65,524659.3,682018.17,269878.1,10,970519.12,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5188935.83,5162807.86,5436521.73,5500039.35,5523640.68,5929666.48,6073648.61,6089400.96,6176701.04,6234872.97,6631834.27,6762174.86",1
C11393,32,女,北京,专业人士,881229.26,132754.89,258030.19,165277.05,103110.7,0.0,2,43038.57,银卡客户,6,存款|理财产品|基金|保险|贵金属|外汇,"631554.85,633492.87,623400.58,613974.14,606265.09,617597.28,609456.76,597130.27,605116.1,589747.54,589667.0,580719.71",0
C11394,53,女,深圳,企业主,1521520.72,550832.0,349536.38,88328.71,217638.03,189334.37,9,111343.0,金卡客户,5,存款|理财产品|基金|保险|信托,"1359048.79,1447311.96,1503325.58,1521565.77,1571813.17,1574238.16,1647082.8,1681526.86,1716457.17,1797162.1,1854989.84,1900642.57",0
C11395,43,女,苏州,自由职业,877131.14,349805.28,85544.19,147293.51,111151.6,0.0,16,30279.57,银卡客户,4,存款|理财产品|基金|保险,"533046.01,562079.02,586424.79,602694.95,599879.21,650079.41,677359.1,691625.66,713196.85,766524.81,780079.52,846885.19",0
C11396,48,女,杭州,自由职业,12473345.87,2896108.82,2088168.33,1143830.75,748717.18,2327779.52,4,1574504.56,钻石客户,6,存款|理财产品|基金|保险|信托|外汇,"9899044.9,11422105.99,9881108.16,10965238.17,11190999.52,10706557.61,10609851.26,12355945.92,12128666.8,12497826.17,13420549.91,12732467.37",1
C11397,49,女,武汉,自由职业,2473342.74,293017.85,341985.66,527987.49,310196.74,166193.75,10,41114.26,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"2185761.31,2451629.98,2125003.57,2329373.96,2207403.77,2320136.82,2274679.07,2232559.5,2316415.31,2205588.29,2043422.76,2150434.9",0
C11398,29,男,苏州,白领,231402.4,88990.59,60708.79,43650.68,24191.98,0.0,11,8427.85,普通客户,4,存款|理财产品|基金|保险,"190267.36,182321.59,179919.1,176451.66,171190.62,171431.85,170836.76,162417.17,166220.73,162777.61,151572.92,148426.46",0
C11399,51,男,广州,白领,2233156.66,631513.53,114876.45,66669.37,130710.76,127986.33,4,225266.09,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1621141.64,1791892.7,1862270.7,1814642.59,1962429.86,1790413.57,1809408.12,1996402.29,2211738.05,2288179.32,2088999.44,2478426.66",0
C11400,46,女,杭州,自由职业,378140.81,20950.18,113254.7,65362.49,47230.2,0.0,8,45973.79,银卡客户,4,存款|理财产品|基金|保险,"299145.45,352314.71,353635.46,360933.22,411571.88,409560.12,424512.37,438418.99,463810.25,466679.33,523076.8,529284.12",0
C11401,18,女,上海,企业主,1895683.49,731231.88,374639.46,130513.28,51667.53,88256.79,6,77771.17,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1800442.42,1831973.13,1843051.68,1913221.76,1971856.16,2051833.87,2071950.79,2082366.28,2173076.95,2208872.06,2286627.83,2286314.96",0
C11402,63,男,深圳,自由职业,2712188.34,825844.25,793594.83,628797.62,248469.78,143165.77,16,250727.21,金卡客户,5,存款|理财产品|基金|保险|信托,"2231419.59,2082283.59,2159749.57,1809960.25,1867544.2,2041205.64,1721351.84,1880745.98,1811573.25,1754703.41,1837407.07,1560094.91",0
C11403,33,男,深圳,专业人士,756420.47,232762.9,65387.99,112088.05,72438.24,0.0,16,78705.1,银卡客户,4,存款|理财产品|基金|保险,"620787.07,600230.0,586640.84,650446.58,614746.11,540332.21,549318.49,591258.0,586167.99,509540.36,562034.1,541467.53",0
C11404,18,女,北京,专业人士,977759.67,137170.79,65887.81,43940.34,108100.62,0.0,6,16499.17,银卡客户,4,存款|理财产品|基金|保险,"848162.0,868486.71,897794.12,967541.61,995313.94,1050939.27,1069137.26,1141657.41,1176990.31,1223416.75,1278390.64,1348392.81",0
C11405,56,女,上海,自由职业,9985979.57,2535483.67,2291412.29,1037564.03,198952.54,1077017.59,27,1145734.12,白金客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"6837970.56,6509413.12,6510267.75,5565490.19,7202968.13,6665607.01,6104280.41,7385806.64,6646942.61,5424643.39,6884944.97,5947201.7",1
C11406,53,男,杭州,企业主,12596988.12,2774587.87,598945.44,2263297.53,625761.4,288487.67,1,1801760.53,钻石客户,6,存款|理财产品|基金|保险|信托|贵金属,"9495172.44,9452932.15,9409779.5,9703503.89,9910542.51,10194936.63,9991343.41,9830920.62,10163225.08,9756085.02,9927583.93,10282048.72",1
C11407,35,男,杭州,专业人士,2302126.53,875054.3,7426.27,155645.01,242968.42,401147.26,6,84508.96,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"1378863.5,1450588.4,1447205.88,1468370.18,1438097.2,1407156.12,1500389.01,1490161.43,1545392.43,1471354.92,1403991.71,1377386.06",0
C11408,38,男,广州,公务员,2593768.8,519996.9,526706.62,457.16,373154.53,90516.0,10,27931.77,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"1786352.33,1809029.34,1904259.2,1806308.05,1933139.46,1911629.53,1864554.99,1793704.15,1999965.74,2013649.13,1946432.54,2093346.29",0
C11409,37,女,重庆,退休,895706.12,202492.8,5214.72,136109.65,71711.04,0.0,19,103668.6,银卡客户,5,存款|理财产品|基金|保险|国债,"937335.8,839862.19,950383.62,784600.76,874079.33,740687.88,817619.15,699221.98,775326.12,677487.3,653455.43,644119.05",0
C11410,52,女,苏州,高管,8706191.42,1331219.59,797364.39,713977.31,910244.3,471454.44,12,322740.6,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5823222.44,6379658.37,6662125.6,7082254.11,7367733.52,7239485.71,7514992.5,8258396.84,9041294.74,9411631.07,8990397.57,9563377.59",1
C11411,47,男,北京,自由职业,1546149.19,410045.65,283860.82,216.11,99509.61,220102.21,10,55894.84,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"1587108.71,1319874.84,1330042.48,1471855.5,1366372.72,1091578.29,1125815.83,1346298.75,1341051.06,1087699.67,1322103.27,1163382.85",0
C11412,29,男,苏州,专业人士,809766.64,102987.31,119465.31,59039.95,28289.2,0.0,3,65800.84,银卡客户,4,存款|理财产品|基金|保险,"675158.08,652231.67,614324.02,682731.63,601773.08,594659.27,658902.17,614256.27,567181.46,586070.25,575055.21,531392.03",0
C11413,33,女,深圳,高管,2219977.07,695026.96,208329.86,405055.9,253988.95,105457.15,4,183305.53,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"1622914.28,1634854.16,1737152.02,1742410.31,1903935.93,2036658.79,1985338.59,2153993.59,2266891.04,2366731.78,2397143.13,2483353.07",0
C11414,36,男,广州,高管,18192230.29,6022125.89,2680126.78,2083999.49,426656.49,646078.28,1,883284.81,钻石客户,6,存款|理财产品|基金|保险|信托|外汇,"12236036.98,12173840.42,12070132.2,13558015.34,12494369.48,11612164.95,11765236.75,11978891.29,12404991.31,12447967.06,12238808.58,11951771.61",1
C11415,42,女,上海,专业人士,354573.18,140944.73,4570.37,40020.06,29164.36,0.0,6,26725.29,银卡客户,4,存款|理财产品|基金|保险,"253502.57,260458.04,263674.65,272927.74,273990.72,284083.49,286229.61,293805.2,298270.95,305495.63,306001.59,316470.73",0
C11416,18,男,南京,高管,3501257.24,523870.63,209692.95,58750.51,177455.92,57242.0,5,495787.77,金卡客户,5,存款|理财产品|基金|保险|信托,"2250643.64,2442348.16,2473240.32,2601385.15,2698412.02,2741912.83,3001803.81,2919107.93,2920066.12,3172364.22,3595633.34,3549549.15",0
C11417,49,女,广州,高管,4194253.55,644625.49,1175059.08,229716.79,43819.46,785609.83,12,139197.23,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"3385351.68,3033029.6,3263088.65,2931682.98,3131640.22,2937509.13,3044100.76,2925520.2,2740300.44,2998612.21,2893392.27,2822110.64",0
C11418,35,男,深圳,专业人士,5655167.59,898053.36,1277074.49,17282.54,249006.27,160173.86,5,659966.16,白金客户,5,存款|理财产品|基金|保险|信托,"5212172.07,5129781.26,4933883.6,4990636.62,5240141.78,4856286.9,4676887.28,4713951.99,4719195.07,4531347.7,4418663.95,4665404.95",1
C11419,50,男,武汉,退休,7064128.91,2493573.93,431282.69,1100846.91,759366.51,206064.81,10,904122.16,白金客户,7,存款|理财产品|基金|保险|信托|贵金属|国债,"6232757.7,6115324.24,6604453.82,5946327.61,6183012.83,5816272.9,5988038.88,5986696.66,5434425.65,5482853.02,5529424.31,5393420.53",1
C11420,46,男,北京,专业人士,3244127.07,202814.79,741301.29,132017.08,289263.74,453783.0,29,379538.86,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"2308289.11,2375269.61,2410162.77,2332963.16,2314846.15,2150038.32,2282618.43,2340184.1,2243482.61,2378836.41,2157557.23,2155341.66",0
C11421,34,女,上海,企业主,5986672.49,498324.26,1529817.97,162026.94,548720.32,799432.1,11,395236.72,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5439220.86,5175199.75,5285528.27,5104426.87,5720846.85,5475678.21,5414101.65,6595391.28,5772927.16,5716251.18,6603246.47,6565219.69",1
C11422,35,女,苏州,公务员,1943803.72,728826.57,206490.69,430730.27,229273.52,373887.36,3,264511.75,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"1532119.66,1489680.5,1554958.43,1517494.82,1648058.15,1740791.32,1782575.99,1818754.86,1967628.67,1983070.56,2248080.34,2135896.02",0
C11423,18,女,上海,高管,1651267.2,617967.91,353857.01,370641.61,210161.1,232218.35,2,72630.11,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"1392047.93,1436372.27,1496503.38,1525376.74,1520033.65,1582200.92,1593755.33,1685509.41,1744569.94,1714555.1,1779857.23,1850115.92",0
C11424,45,男,杭州,自由职业,4714659.08,1123577.73,1057623.46,645858.33,386169.16,268510.11,3,338122.64,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"3702025.26,3650807.04,4113774.64,4039428.18,3895817.34,4061864.13,4113170.99,4353268.78,3927832.64,4257547.43,4448079.82,4085017.28",0
C11425,44,男,深圳,自由职业,2327124.48,756244.38,534587.06,336860.2,76908.71,161969.62,30,76723.05,金卡客户,7,存款|理财产品|基金|保险|信托|贵金属|外汇,"1501224.59,1525765.58,1545712.23,1310341.91,1740062.51,1482616.1,1634044.04,1225667.29,1491354.14,1368702.96,1448542.4,1563733.62",0
C11426,39,男,成都,白领,10902549.96,4307369.57,567542.15,941859.53,275164.99,1920713.19,23,1612831.01,钻石客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"6711341.2,6896070.0,7254189.09,7464951.52,7827958.51,8247081.96,8528685.25,8888135.72,9153735.22,9575461.62,9728605.17,10125882.17",1
C11427,29,女,上海,专业人士,4792251.97,525430.0,548438.43,1063723.94,11001.4,908483.5,5,651008.54,金卡客户,5,存款|理财产品|基金|保险|信托,"3829587.82,3721959.35,3734229.24,3940334.56,3639607.06,4132260.92,3423381.06,3796030.38,3058775.83,3281102.54,3224097.29,3099488.79",0
C11428,49,男,深圳,退休,2174260.22,866759.8,426321.84,382390.75,102284.32,205049.14,12,126605.51,金卡客户,5,存款|理财产品|基金|保险|信托,"1689799.6,1712051.11,1636931.48,1648511.32,1705416.58,1723806.22,1630811.05,1593969.5,1603868.56,1556330.6,1565803.52,1604266.31",0
C11429,48,女,上海,高管,4812822.01,638915.22,1103471.99,465022.92,483256.47,616108.92,4,455599.37,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"4074835.98,4116306.23,3776848.57,4555803.15,4564533.81,4302810.26,4411330.32,4268569.63,4031693.69,4023153.53,4293135.44,4373892.39",0
C11430,62,男,北京,退休,3537805.56,1073161.43,419088.02,342950.54,204032.07,108084.1,3,196056.23,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"3515802.4,3208286.72,3256189.25,3399541.87,3451611.63,3319801.08,3162868.41,3195648.15,2768345.26,2801318.6,2969494.79,2810175.51",0
C11431,50,女,武汉,退休,1564683.31,206516.97,243453.3,102200.76,128328.4,90190.46,3,15861.32,金卡客户,5,存款|理财产品|基金|保险|信托,"1020723.13,899597.21,872983.9,953051.36,971858.9,954377.74,971289.05,996000.43,790041.2,950392.43,835323.89,840733.62",0
C11432,28,男,北京,专业人士,148721.45,33387.82,33930.5,21173.25,8585.59,0.0,25,6649.26,普通客户,5,存款|理财产品|基金|保险|贵金属,"107537.31,102513.06,100417.87,95095.94,98751.11,92267.71,104180.77,92047.85,94625.68,103987.89,94773.13,91992.46",0
C11433,47,女,成都,自由职业,4427554.95,1284618.63,912469.18,1020692.68,260241.3,2911.07,4,440840.95,金卡客户,5,存款|理财产品|基金|保险|信托,"4021785.48,4311335.7,4528000.53,4606806.02,4829003.45,5105943.42,5153608.58,5421524.41,5557282.57,5776096.38,6083549.51,6314091.45",0
C11434,53,女,杭州,退休,2780964.83,965931.85,75236.81,116812.68,111083.55,497668.04,6,387499.67,金卡客户,5,存款|理财产品|基金|保险|信托,"2288495.51,2306757.61,2323225.44,2338444.33,2441115.07,2422673.08,2402277.58,2473631.27,2463844.21,2508389.45,2562376.51,2603558.79",0
C11435,18,男,南京,白领,94160.79,27954.2,15686.31,20490.32,6795.77,0.0,2,8512.69,普通客户,5,存款|理财产品|基金|保险|贵金属,"82675.82,84165.31,83889.32,85344.72,86725.68,87657.6,89526.32,90339.93,90520.44,89999.39,90585.08,92865.77",0
C11436,32,女,重庆,公务员,1005303.44,304024.31,150292.49,21459.02,124012.8,44086.89,9,107241.34,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"691368.76,639586.31,722949.92,777322.66,643751.81,795390.62,761868.47,730168.41,886057.63,923162.88,967990.15,996274.35",0
C11437,58,女,北京,白领,3294837.76,889459.1,15807.33,493616.93,72295.24,93844.5,5,102353.55,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"2409835.33,2379485.11,2202998.31,2246451.41,2028093.27,2012634.52,2046906.21,1937807.48,1995548.63,1950289.8,1889070.28,2015116.88",0
C11438,50,男,南京,公务员,4986271.46,1289100.2,1343829.7,813473.48,702110.12,863990.88,19,210508.61,金卡客户,5,存款|理财产品|基金|保险|信托,"3292930.14,3149966.72,3336032.09,3240702.29,3374725.86,3303998.68,3269590.25,3119325.31,3287490.0,3165215.31,3085649.49,3242087.74",0
C11439,26,女,深圳,专业人士,198383.17,25282.05,20905.82,29873.31,19294.48,0.0,4,10242.25,普通客户,4,存款|理财产品|基金|保险,"118666.08,130320.09,140203.94,133769.03,135365.98,147118.16,152169.56,146514.05,162493.69,159128.87,165767.7,175282.54",0
C11440,56,女,深圳,自由职业,2563821.9,192295.74,504580.39,72445.43,315281.5,406450.98,50,302959.24,金卡客户,5,存款|理财产品|基金|保险|信托,"2457736.64,2484130.2,2659186.7,2573857.33,2400668.93,2711824.12,2595496.15,2906996.36,2869689.6,3071332.48,3036404.76,2975597.48",0
C11441,55,女,北京,公务员,3362427.53,521234.61,729135.27,787580.31,357639.55,238941.07,1,316101.12,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"2113485.61,2497746.63,2365836.19,2475611.1,2162127.0,2428657.72,2247644.51,2252894.15,2541932.77,2587400.99,2471674.61,2765941.44",0
C11442,39,男,深圳,专业人士,1629379.19,478653.85,477407.5,84231.82,59399.7,109918.76,48,96596.79,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"1121679.88,1098624.64,1049267.94,1066738.9,1128897.29,1112144.32,1124636.07,1066054.01,966717.04,969883.7,1051036.64,1020432.28",0
C11443,27,女,深圳,企业主,4993534.02,1374567.38,597135.19,1228909.35,99380.72,738185.52,11,344167.52,金卡客户,5,存款|理财产品|基金|保险|信托,"4907898.17,5014914.22,5297099.19,5590380.92,5788662.44,6011721.95,6315372.18,6485454.96,6934301.18,7027559.96,7478580.48,7858982.19",0
C11444,46,男,武汉,公务员,1381063.95,427411.34,376541.97,125080.89,204959.13,41380.23,5,55004.92,金卡客户,7,存款|理财产品|基金|保险|信托|外汇|国债,"990456.0,1034987.84,1026386.92,1043416.94,1070516.1,1110474.98,1133462.91,1160251.29,1162591.89,1192559.93,1198009.87,1230220.49",0
C11445,28,男,武汉,退休,270533.04,63962.83,25059.53,3251.05,28720.47,0.0,40,39285.29,普通客户,4,存款|理财产品|基金|保险,"229987.54,215241.95,233654.78,249094.35,246663.82,238063.64,238159.29,278074.17,279156.13,315441.73,303724.25,323887.7",0
C11446,27,男,上海,企业主,2300178.9,535728.56,394063.86,265797.04,300010.11,17334.03,19,36217.77,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"1636947.84,1755984.3,1666610.43,1725075.76,1950143.58,2083437.38,1970361.05,2148068.63,2005586.65,2129786.42,2193363.6,2386926.26",0
C11447,42,女,杭州,退休,2837100.18,467673.13,521146.39,595956.83,19362.49,344459.99,4,252468.11,金卡客户,5,存款|理财产品|基金|保险|信托,"2452647.8,2663340.67,2502310.71,2470438.5,2462515.87,2212946.31,2387199.36,2359554.55,2489244.12,2390158.37,2146251.97,2205077.6",0
C11448,60,男,武汉,高管,917960.35,95981.68,90854.78,135676.29,101461.68,0.0,2,102450.96,银卡客户,4,存款|理财产品|基金|保险,"849543.6,850962.18,912206.72,857440.75,815464.54,954102.12,847196.15,913027.36,820338.42,903267.39,821539.37,871632.62",0
C11449,35,男,南京,退休,1964517.92,761438.58,444869.37,147431.81,278209.37,306050.78,2,119879.99,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"1841807.27,1814020.66,1776443.3,1728310.43,1864713.37,1793975.99,1704231.9,1760070.02,1658805.51,1781460.65,1855385.34,1768719.97",0
C11450,35,男,北京,高管,1531308.3,459023.51,364555.33,26708.3,62572.22,235890.07,1,99397.16,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1091059.76,1072016.74,1296037.88,1240588.31,1172498.5,1434526.71,1417217.43,1534546.85,1525233.81,1744768.18,1758610.1,1974441.73",0
C11451,55,女,北京,企业主,2210216.19,174460.61,14704.3,422478.54,160812.26,372820.78,1,133756.12,金卡客户,5,存款|理财产品|基金|保险|信托,"1590450.1,1742241.6,1804736.46,1539089.75,1422406.44,1387839.11,1408607.61,1188139.65,1444531.65,1534146.38,1462402.23,1363165.7",0
C11452,31,女,苏州,企业主,2891780.17,1046256.57,550341.53,382971.46,94317.66,70203.33,24,307714.73,金卡客户,6,存款|理财产品|基金|保险|信托|贵金属,"2508927.06,2320637.58,2459734.87,2242337.14,2201598.1,2262195.6,2328829.71,2441879.06,2210403.64,2039536.23,2079591.43,2252705.51",0
C11453,63,男,北京,白领,2484627.03,279706.51,388588.53,432807.4,85749.23,373463.74,8,326808.91,金卡客户,5,存款|理财产品|基金|保险|信托,"1895311.61,1934071.91,1895004.87,1895459.71,1875146.57,1899891.95,1883328.06,1851262.51,1886440.86,1884878.89,1973329.57,1848298.58",0
C11454,32,男,广州,专业人士,2858244.02,416935.31,215653.19,253515.89,162588.28,278521.05,12,372982.2,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"2754641.9,2740163.76,2645890.39,2681250.38,2601505.75,2559613.02,2460072.2,2415648.78,2384500.84,2386075.52,2286816.53,2295025.54",0
C11455,66,男,北京,高管,1092146.77,331800.27,233118.12,94655.7,92232.21,22043.0,1,74408.63,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"986796.3,1076673.91,1174795.13,1152275.41,1169205.01,1168106.41,1234054.06,1217673.59,1323867.15,1279901.55,1336498.22,1348461.24",0
C11456,39,男,广州,高管,2718014.37,802817.83,97374.04,325886.15,112003.82,205819.4,14,284670.74,金卡客户,5,存款|理财产品|基金|保险|信托,"2536452.23,3073746.76,3025609.42,3288923.83,3113095.23,3345129.51,3577050.58,3911286.69,3706349.99,4484644.43,4311709.06,4663045.42",0
C11457,44,女,深圳,白领,7616698.51,2351040.91,2136321.44,75804.98,985725.25,1206178.5,5,945273.89,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5235228.69,6177449.58,5735900.06,6177380.7,6461435.76,6516460.54,6815248.52,6588040.93,6708138.49,7022858.01,6846625.25,6741193.22",1
C11458,51,男,深圳,高管,1149452.87,157214.41,10067.98,205785.09,52885.13,160488.46,4,61708.22,金卡客户,5,存款|理财产品|基金|保险|信托,"933487.19,951402.31,1032481.69,1051356.13,1005077.22,1068250.44,1055310.01,1242412.42,1250290.01,1179653.85,1307091.95,1327584.64",0
C11459,34,女,杭州,退休,1045286.59,301522.38,112326.22,244511.82,29287.37,63159.52,7,84333.37,金卡客户,5,存款|理财产品|基金|保险|信托,"729350.17,778201.44,790009.2,787011.85,757888.41,850636.54,813770.24,900404.41,881875.96,1014352.57,1005836.74,1026275.45",0
C11460,38,男,北京,企业主,4055212.45,663457.45,135386.35,444179.06,222236.28,516085.8,50,62989.0,金卡客户,5,存款|理财产品|基金|保险|信托,"3944223.63,3747826.79,4199372.29,4206107.51,3781780.54,4676640.15,4214789.14,4730307.93,4708482.62,5149745.13,4722908.92,4932840.84",0
C11461,55,女,广州,企业主,477754.54,41840.55,19012.7,48266.07,37294.1,0.0,7,59904.28,银卡客户,4,存款|理财产品|基金|保险,"400132.43,417968.63,446005.3,423426.93,405113.87,446546.77,470636.99,478212.63,523486.97,480721.96,496845.53,504747.6",0
C11462,51,男,南京,白领,402580.23,79487.21,3089.04,2279.72,32174.62,0.0,10,28579.6,银卡客户,4,存款|理财产品|基金|保险,"362625.12,315724.68,331050.84,336468.23,298521.03,341940.2,334309.73,377825.48,360252.8,326681.34,328763.83,361047.5",0
C11463,49,女,深圳,退休,628462.01,194455.29,100498.27,62739.81,52756.73,0.0,6,27508.9,银卡客户,4,存款|理财产品|基金|保险,"564605.3,622672.15,608999.64,561770.48,674589.99,552423.85,634547.37,601143.86,585171.66,609819.35,663739.2,690565.05",0
C11464,60,男,武汉,专业人士,9323981.17,3073453.12,1699689.36,739138.77,498310.33,1364112.19,50,299901.8,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"6216690.8,6238153.29,5932901.49,6350177.13,6205673.78,5958336.07,6081682.88,5515011.85,6433932.71,6792986.63,5992928.46,6177121.74",1
C11465,68,女,上海,公务员,5019375.4,931029.71,1040693.5,323804.3,626435.11,612177.32,15,594927.05,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"3752891.57,3805432.47,3813204.58,3812721.68,3858717.94,3722775.44,3859611.2,4000084.8,3862569.49,3937334.85,3941401.12,3997490.3",1
C11466,49,女,武汉,高管,16924140.76,1723917.37,4414439.34,279035.92,2505737.52,1356052.42,7,1994201.93,钻石客户,6,存款|理财产品|基金|保险|信托|贵金属,"16386729.3,15454265.02,16277893.76,15393574.37,15511742.05,15909446.42,15418225.62,15010144.8,14785993.93,14634663.15,14647156.76,13985498.29",1
C11467,61,男,深圳,专业人士,22875415.15,1708086.38,4894368.43,3340376.05,172919.35,907813.9,27,875489.69,钻石客户,6,存款|理财产品|基金|保险|信托|贵金属,"21857612.04,19693617.43,20284238.77,21046627.11,20573692.94,23325295.96,22507873.05,21321393.9,22934751.18,23314206.58,23467199.36,23844673.4",1
C11468,43,男,南京,高管,8034032.34,825584.47,2371678.25,1948773.42,790528.72,1136337.75,12,556947.62,白金客户,8,存款|理财产品|基金|保险|信托|贵金属|外汇|国债,"6629070.13,6967812.37,6521752.28,7368348.9,6949085.13,6932228.32,6600327.11,6902992.97,6791722.4,5771136.55,6148743.56,6108257.87",1
C11469,33,女,上海,退休,1915572.68,562422.69,149873.62,710.34,82795.24,34530.43,6,77998.03,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1375765.15,1357088.93,1384305.99,1488591.53,1506558.16,1519569.78,1553679.16,1695130.65,1625515.81,1793290.11,1756570.95,1763962.73",0
C11470,33,男,重庆,专业人士,1724474.15,603074.13,89131.21,201857.51,227180.37,16694.58,12,161261.93,金卡客户,5,存款|理财产品|基金|保险|信托,"1592741.2,1596457.29,1772640.45,1566552.54,1896560.34,1821156.76,1800114.86,1755346.24,1954056.74,2129379.35,2087926.51,2079023.89",0
C11471,42,女,武汉,自由职业,345790.63,133807.82,24733.98,63404.53,40710.97,0.0,6,24299.63,银卡客户,4,存款|理财产品|基金|保险,"312457.2,327470.49,369437.93,353388.45,377149.36,393056.65,419585.81,428868.55,446175.78,492215.99,483831.1,517193.62",0
C11472,25,女,上海,高管,2627072.11,548206.39,215641.55,486521.28,121182.22,378703.09,4,322773.59,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"1720608.57,1727636.68,1748663.19,1639311.41,1684639.96,1648146.36,1670449.62,1765439.49,1539526.47,1611187.5,1619689.75,1555670.11",0
C11473,50,男,上海,公务员,3673812.49,1363441.09,641674.59,162115.96,306923.33,581992.35,6,56296.75,金卡客户,6,存款|理财产品|基金|保险|信托|外汇,"2422421.84,2455301.38,2585439.23,2584599.4,2852164.61,3092605.12,3154932.06,3209566.38,3501159.63,3546018.89,3727712.75,3873772.64",0
C11474,40,男,重庆,自由职业,153590.88,19736.35,34683.03,3950.49,687.71,0.0,6,4864.16,普通客户,4,存款|理财产品|基金|保险,"99228.07,97956.97,95329.14,95135.16,94305.89,92246.75,90306.94,89141.92,88930.18,85603.94,84666.81,82497.66",0
C11475,45,女,成都,公务员,1301279.78,406435.14,235365.67,204978.53,12621.83,160873.32,9,103031.54,金卡客户,6,存款|理财产品|基金|保险|信托|国债,"939695.07,1043001.98,1016290.52,955449.84,1090167.05,1119559.28,1062098.87,1075556.19,1070691.82,1050925.13,1011922.23,1050296.38",0
C11476,44,女,苏州,高管,7513174.69,1200357.98,100175.26,219318.23,1117633.37,1442798.37,21,222907.56,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"5616069.82,5693560.53,5730046.81,5814325.56,6177495.57,6218614.69,6343749.78,6533092.22,6568612.02,6896372.5,7009950.14,7095629.62",1
C11477,44,女,深圳,白领,2353907.28,941068.1,326304.57,409876.82,236498.41,243896.2,34,216439.52,金卡客户,5,存款|理财产品|基金|保险|信托,"2028486.38,1963497.35,1977362.64,1962575.31,1862739.91,1904323.02,1814677.52,1779683.43,1807970.15,1713977.18,1655607.9,1702848.88",0
C11478,43,男,成都,退休,9925440.13,2493469.95,2104371.0,1734412.55,129816.25,566787.2,9,555759.71,白金客户,6,存款|理财产品|基金|保险|信托|外汇,"7447635.77,7663046.53,7612467.96,8038297.19,8449074.79,8758465.14,9220031.76,8847238.61,10526548.52,10044751.94,10498189.26,10845882.66",1
